pert_id,Target_UniProt,Target_Species,Assay_Type,Assay_Relation,Assay_Value,EvidenceLevel_Assigned,Database
BRD-K81528515,O75582,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P51812,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96BR1,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36894,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15759,Homo sapiens,KD,=,36.0,III,BindingDB
BRD-K81528515,Q9UEW8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8TDC3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P00918,Homo sapiens,Ki,=,4.1,III,BindingDB
BRD-K81528515,Q9UQM7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q02779,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P51817,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9P1W9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q7L7X3,Homo sapiens,KD,=,4700.0,III,BindingDB
BRD-K81528515,P0C264,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H1R3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13873,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P57059,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P29323,Homo sapiens,KD,=,640.0,III,BindingDB
BRD-K81528515,P29323,Homo sapiens,Ki,=,4.0,III,BindingDB
BRD-K81528515,Q13237,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O43353,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H4B4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q12852,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O43283,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q5VT25,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O14733,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42338,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BYT3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13163,Homo sapiens,KD,=,190.0,III,BindingDB
BRD-K81528515,Q9UEE5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q32MK0,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8IVH8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O00238,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42681,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BQI3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P11362,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q92630,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P57058,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q07912,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P32298,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75747,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8IU85,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H3Y6,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8WU08,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q6XUX3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P62343,Plasmodium falciparum,KD,=,790.0,III,BindingDB
BRD-K81528515,P51956,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P22748,Homo sapiens,Ki,=,446.0,III,BindingDB
BRD-K81528515,Q96NX5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P49137,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H2K8,Homo sapiens,KD,=,1700.0,III,BindingDB
BRD-K81528515,Q9P286,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y6R4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P49761,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y5S2,Homo sapiens,KD,=,910.0,III,BindingDB
BRD-K81528515,O96017,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9HAZ1,Homo sapiens,KD,=,7100.0,III,BindingDB
BRD-K81528515,P29322,Homo sapiens,KD,=,37.0,III,BindingDB
BRD-K81528515,Q13043,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P11802,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P11802,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8TDX7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P21709,Homo sapiens,KD,=,590.0,III,BindingDB
BRD-K81528515,P41743,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8N568,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q00537,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q86Z02,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O76039,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16512,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,IC50,=,9548.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,=,40000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36888,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P53671,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UF33,Homo sapiens,KD,=,640.0,III,BindingDB
BRD-K81528515,Q9UF33,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P07451,Homo sapiens,Ki,=,443.0,III,BindingDB
BRD-K81528515,Q16584,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O95835,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BUB5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9HBH9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P48730,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P35590,Homo sapiens,KD,=,1000.0,III,BindingDB
BRD-K81528515,Q8IY84,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P80192,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BWU1,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13464,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15139,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O15264,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13627,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q99640,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q05397,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q6ZN16,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P29320,Homo sapiens,KD,=,110.0,III,BindingDB
BRD-K81528515,Q9P0L2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y6E0,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8NI60,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8NEV4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P41240,Homo sapiens,KD,=,2400.0,III,BindingDB
BRD-K81528515,Q9Y2U5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O14730,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P35968,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P27361,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9D6N1,Mus musculus,Ki,=,4665.0,III,BindingDB
BRD-K81528515,Q2M2I8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P06213,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y4K4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P51451,Homo sapiens,Ki,>,10000.0,III,BindingDB
BRD-K81528515,P51451,Homo sapiens,KD,=,500.0,III,BindingDB
BRD-K81528515,P27448,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P15056,Homo sapiens,KD,=,570.0,III,BindingDB
BRD-K81528515,P15056,Homo sapiens,KD,=,1700.0,III,BindingDB
BRD-K81528515,O00750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UKI8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36507,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13164,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P31749,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P04629,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P12931,Homo sapiens,KD,=,1900.0,III,BindingDB
BRD-K81528515,P12931,Homo sapiens,IC50,>,700.0,III,BindingDB
BRD-K81528515,P50750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96D53,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O43293,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8TDR2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UIK4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42679,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,IC50,=,0.5,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,IC50,=,2.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,KD,=,6.2,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,IC50,=,55.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,KD,=,6.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,KD,=,75.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,IC50,=,5.2,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,KD,=,33.0,III,BindingDB
BRD-K81528515,Q16832,Homo sapiens,IC50,=,105.0,III,BindingDB
BRD-K81528515,O96013,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P08922,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P51813,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,,,,II,DrugBank
BRD-K81528515,P00519,Homo sapiens,,,,II,DrugBank
BRD-K81528515,P00519,Homo sapiens,,,,II,DrugBank
BRD-K81528515,P00519,Homo sapiens,,,,II,DrugBank
BRD-K81528515,P00519,Homo sapiens,,,,II,DrugBank
BRD-K81528515,P00519,Homo sapiens,KD,=,15.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,18.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,120.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,56.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,4.9,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,21.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,3.6,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,13.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,39.3,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,42.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,660.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,10.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,15.0,III,IUPHAR
BRD-K81528515,P00519,Homo sapiens,IC50,=,44.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,13.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,36.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,0.33,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,10.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,12.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,14.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,Ki,=,1.0,III,BindingDB
BRD-K81528515,P00519,Homo sapiens,KD,=,21.0,III,BindingDB
BRD-K81528515,O94804,Homo sapiens,KD,=,6800.0,III,BindingDB
BRD-K81528515,Q9P2K8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P09769,Homo sapiens,KD,=,320.0,III,BindingDB
BRD-K81528515,P09769,Homo sapiens,Ki,=,7741.0,III,BindingDB
BRD-K81528515,Q08345,Homo sapiens,IC50,=,43.0,III,BindingDB
BRD-K81528515,Q08345,Homo sapiens,IC50,=,3.7,III,BindingDB
BRD-K81528515,Q08345,Homo sapiens,IC50,=,33.0,III,BindingDB
BRD-K81528515,Q08345,Homo sapiens,IC50,=,43.0,III,BindingDB
BRD-K81528515,Q08345,Homo sapiens,KD,=,1.1,III,BindingDB
BRD-K81528515,Q08881,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9NWZ3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q00526,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P43405,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P57078,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P27037,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y616,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P78368,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P21860,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9ULX7,Homo sapiens,Ki,=,223.0,III,BindingDB
BRD-K81528515,P9WI81,Mycobacterium tuberculosis,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UHD2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P54753,Homo sapiens,KD,=,1000.0,III,BindingDB
BRD-K81528515,Q99N23,Mus musculus,Ki,=,79.0,III,BindingDB
BRD-K81528515,P19784,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P52333,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P07332,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75914,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13557,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13554,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16790,Homo sapiens,Ki,=,41.9,III,BindingDB
BRD-K81528515,P08581,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P08581,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P08581,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15349,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15349,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9P289,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q7KZI7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P31751,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O60331,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P06239,Homo sapiens,KD,=,47.0,III,BindingDB
BRD-K81528515,P06239,Homo sapiens,IC50,=,108.0,III,BindingDB
BRD-K81528515,P53778,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13705,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O14976,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q14004,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13882,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O60674,Homo sapiens,Ki,=,8539.0,III,BindingDB
BRD-K81528515,O60674,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96GD4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9NRP7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P17612,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P49841,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P15382,Homo sapiens,IC50,=,398107.0,III,BindingDB
BRD-K81528515,Q8NE63,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q52WX2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P08069,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H093,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15303,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P48729,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P16591,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UBF8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P49760,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O00444,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75385,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96SB4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UK17,Homo sapiens,IC50,=,3162278.0,III,BindingDB
BRD-K81528515,Q9H422,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O14757,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UQB9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75716,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9NYY3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42684,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K81528515,P42684,Homo sapiens,KD,=,26.0,III,BindingDB
BRD-K81528515,Q05655,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UPE1,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q14524,Homo sapiens,IC50,=,5011872.0,III,BindingDB
BRD-K81528515,O60285,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q12866,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15418,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15418,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q86YV6,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O14920,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y2K2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q99759,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P54762,Homo sapiens,KD,=,1300.0,III,BindingDB
BRD-K81528515,Q9NRM7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13546,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13523,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75116,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75676,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75676,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13976,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O95747,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8TBX8,Homo sapiens,KD,=,8800.0,III,BindingDB
BRD-K81528515,P53667,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15208,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16816,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P11309,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13470,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16513,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15569,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P16234,Homo sapiens,KD,=,180.0,III,BindingDB
BRD-K81528515,P16234,Homo sapiens,KD,=,74.0,III,BindingDB
BRD-K81528515,P16234,Homo sapiens,IC50,=,71.0,III,BindingDB
BRD-K81528515,Q9NSY1,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P22455,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P36896,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P51617,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P33981,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96RR4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15831,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q92918,Homo sapiens,KD,=,890.0,III,BindingDB
BRD-K81528515,O15111,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q00535,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16539,Homo sapiens,KD,=,460.0,III,BindingDB
BRD-K81528515,P30291,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q04771,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P35218,Homo sapiens,Ki,=,5485.0,III,BindingDB
BRD-K81528515,P45983,Homo sapiens,KD,=,450.0,III,BindingDB
BRD-K81528515,P49759,Homo sapiens,KD,=,2100.0,III,BindingDB
BRD-K81528515,Q9UKE5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96L34,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P23280,Homo sapiens,Ki,=,461.0,III,BindingDB
BRD-K81528515,O15197,Homo sapiens,KD,=,500.0,III,BindingDB
BRD-K81528515,Q99683,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8TD08,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P43403,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BXA7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P45985,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q56UN5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q15746,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P22694,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9NRH2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UQ88,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9NQU5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O75460,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9Y2H1,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9BX84,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P21802,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P23458,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P23458,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q96Q40,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O15146,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UM73,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q06187,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q04912,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UK32,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UK32,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42685,Homo sapiens,KD,=,86.0,III,BindingDB
BRD-K81528515,P42685,Homo sapiens,Ki,=,4720.0,III,BindingDB
BRD-K81528515,Q9BRS2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9H2G2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8IYT8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q8N752,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q16620,Homo sapiens,KD,=,490.0,III,BindingDB
BRD-K81528515,Q16620,Homo sapiens,Ki,=,8237.0,III,BindingDB
BRD-K81528515,Q99755,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P30530,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q09013,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q9UPZ9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P48736,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,O94921,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q6PHR2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,P42345,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K81528515,Q13177,Homo sapiens,KD,>,10000.0,III,BindingDB
